athlete_id,year,meet_name,time,place,all_american
5218,2021,NCAA Division III Cross Country Championships,1457.0,30.0,1
33890,2022,NCAA Division III Cross Country Championships,1573.9128,128.0,0
5220,2021,NCAA Division III Cross Country Championships,1483.8,88.0,0
5221,2021,NCAA Division III Cross Country Championships,1480.4,76.0,0
5225,2021,NCAA Division III Cross Country Championships,1466.2,46.0,0
5229,2021,NCAA Division III Cross Country Championships,1519.9,181.0,0
5230,2021,NCAA Division III Cross Country Championships,1551.0,245.0,0
5231,2022,NCAA Division III Cross Country Championships,1610.5223,223.0,0
5231,2021,NCAA Division III Cross Country Championships,1478.0,70.0,0
5235,2021,NCAA Division III Cross Country Championships,1469.0,49.0,0
13427,2022,NCAA Division III Cross Country Championships,1532.7032000000002,32.0,1
13427,2021,NCAA Division III Cross Country Championships,1489.3,95.0,0
5237,2021,NCAA Division III Cross Country Championships,1482.1,83.0,0
13430,2021,NCAA Division III Cross Country Championships,1501.1,132.0,0
5236,2021,NCAA Division III Cross Country Championships,1510.6,167.0,0
5238,2022,NCAA Division III Cross Country Championships,1535.6037,37.0,1
13428,2022,NCAA Division III Cross Country Championships,1694.9287000000002,287.0,0
5243,2021,NCAA Division III Cross Country Championships,1505.2,149.0,0
5246,2022,NCAA Division III Cross Country Championships,1554.0065,65.0,0
5246,2021,NCAA Division III Cross Country Championships,1472.9,56.0,0
13438,2022,NCAA Division III Cross Country Championships,1523.4019,19.0,1
13438,2021,NCAA Division III Cross Country Championships,1504.1,144.0,0
5247,2021,NCAA Division III Cross Country Championships,1517.2,176.0,0
40064,2022,NCAA Division III Cross Country Championships,1613.1227999999999,228.0,0
38021,2022,NCAA Division III Cross Country Championships,1509.3008,8.0,1
38021,2021,NCAA Division III Cross Country Championships,1475.2,61.0,0
5253,2022,NCAA Division III Cross Country Championships,1583.4159000000002,159.0,0
5255,2022,NCAA Division III Cross Country Championships,1565.6101999999998,102.0,0
5256,2023,NCAA Division III Cross Country Championships,1504.6034,34.0,1
5256,2022,NCAA Division III Cross Country Championships,1572.012,120.0,0
13450,2022,NCAA Division III Cross Country Championships,1654.4269000000002,269.0,0
5259,2021,NCAA Division III Cross Country Championships,1550.5,243.0,0
13452,2021,NCAA Division III Cross Country Championships,1536.9,210.0,0
13453,2021,NCAA Division III Cross Country Championships,1549.7,241.0,0
5266,2021,NCAA Division III Cross Country Championships,1441.3,9.0,1
48275,2023,NCAA Division III Cross Country Championships,1590.7226,226.0,0
5268,2021,NCAA Division III Cross Country Championships,1496.8,116.0,0
5269,2023,NCAA Division III Cross Country Championships,1535.9081,81.0,0
5269,2022,NCAA Division III Cross Country Championships,1536.0038,38.0,1
5269,2021,NCAA Division III Cross Country Championships,1494.7,106.0,0
13462,2022,NCAA Division III Cross Country Championships,1615.7231000000002,231.0,0
13462,2021,NCAA Division III Cross Country Championships,1478.3,72.0,0
5270,2023,NCAA Division III Cross Country Championships,1545.3102999999999,103.0,0
23704,2023,NCAA Division III Cross Country Championships,1516.5048,48.0,0
23704,2022,NCAA Division III Cross Country Championships,1543.2047,47.0,0
23705,2021,NCAA Division III Cross Country Championships,1567.8,264.0,0
48278,2023,NCAA Division III Cross Country Championships,1576.3195,195.0,0
5275,2021,NCAA Division III Cross Country Championships,1508.1,161.0,0
13467,2022,NCAA Division III Cross Country Championships,1589.9179000000001,179.0,0
13467,2021,NCAA Division III Cross Country Championships,1510.5,166.0,0
48282,2023,NCAA Division III Cross Country Championships,1623.3273,273.0,0
48286,2022,NCAA Division III Cross Country Championships,1543.2048,48.0,0
5279,2022,NCAA Division III Cross Country Championships,1538.0042,42.0,0
5279,2021,NCAA Division III Cross Country Championships,1492.8,103.0,0
23713,2022,NCAA Division III Cross Country Championships,1533.6034,34.0,1
5282,2021,NCAA Division III Cross Country Championships,1505.7,152.0,0
3238,2021,NCAA Division III Cross Country Championships,1438.7,8.0,1
3239,2023,NCAA Division III Cross Country Championships,1481.8011999999999,12.0,1
3239,2022,NCAA Division III Cross Country Championships,1506.9007000000001,7.0,1
3239,2021,NCAA Division III Cross Country Championships,1481.8,80.0,0
3240,2021,NCAA Division III Cross Country Championships,1517.2,177.0,0
13479,2021,NCAA Division III Cross Country Championships,1542.7,226.0,0
13480,2021,NCAA Division III Cross Country Championships,1549.8,242.0,0
5291,2022,NCAA Division III Cross Country Championships,1570.2113,113.0,0
5291,2021,NCAA Division III Cross Country Championships,1512.8,169.0,0
5294,2021,NCAA Division III Cross Country Championships,1580.8,273.0,0
5295,2021,NCAA Division III Cross Country Championships,1555.4,253.0,0
3250,2021,NCAA Division III Cross Country Championships,1533.0,202.0,0
5298,2023,NCAA Division III Cross Country Championships,1485.4017000000001,17.0,1
5298,2022,NCAA Division III Cross Country Championships,1543.0046,46.0,0
5300,2022,NCAA Division III Cross Country Championships,1609.1218999999999,219.0,0
5302,2021,NCAA Division III Cross Country Championships,1501.1,133.0,0
5307,2022,NCAA Division III Cross Country Championships,1559.5081,81.0,0
5307,2021,NCAA Division III Cross Country Championships,1506.8,155.0,0
3260,2022,NCAA Division III Cross Country Championships,1537.8041,41.0,0
3260,2021,NCAA Division III Cross Country Championships,1472.6,55.0,0
5317,2021,NCAA Division III Cross Country Championships,1481.2,79.0,0
11466,2021,NCAA Division III Cross Country Championships,1459.8,34.0,1
5322,2022,NCAA Division III Cross Country Championships,1558.5077,77.0,0
5322,2021,NCAA Division III Cross Country Championships,1496.7,115.0,0
50380,2023,NCAA Division III Cross Country Championships,1579.12,200.0,0
50381,2023,NCAA Division III Cross Country Championships,1530.3068,68.0,0
50381,2022,NCAA Division III Cross Country Championships,1578.2145,145.0,0
5327,2022,NCAA Division III Cross Country Championships,1560.2086,86.0,0
5329,2022,NCAA Division III Cross Country Championships,1591.2181,181.0,0
5329,2021,NCAA Division III Cross Country Championships,1539.3,215.0,0
50386,2023,NCAA Division III Cross Country Championships,1494.0025,25.0,1
50386,2022,NCAA Division III Cross Country Championships,1564.9097000000002,97.0,0
25811,2023,NCAA Division III Cross Country Championships,1600.4246,246.0,0
68820,2023,NCAA Division III Cross Country Championships,1546.6107,107.0,0
68821,2023,NCAA Division III Cross Country Championships,1576.2194,194.0,0
68822,2023,NCAA Division III Cross Country Championships,1591.9228,228.0,0
68824,2022,NCAA Division III Cross Country Championships,1607.2216,216.0,0
81112,2023,NCAA Division III Cross Country Championships,1568.7165,165.0,0
11483,2021,NCAA Division III Cross Country Championships,1498.4,125.0,0
81118,2023,NCAA Division III Cross Country Championships,1575.8192,192.0,0
5344,2021,NCAA Division III Cross Country Championships,1548.9,238.0,0
17635,2022,NCAA Division III Cross Country Championships,1577.8144,144.0,0
17635,2021,NCAA Division III Cross Country Championships,1489.6,96.0,0
5353,2023,NCAA Division III Cross Country Championships,1520.0055,55.0,0
5353,2022,NCAA Division III Cross Country Championships,1597.9196000000002,196.0,0
5355,2021,NCAA Division III Cross Country Championships,1489.7,97.0,0
17648,2021,NCAA Division III Cross Country Championships,1552.8,251.0,0
5361,2023,NCAA Division III Cross Country Championships,1581.0205,205.0,0
56567,2023,NCAA Division III Cross Country Championships,1570.6174999999998,175.0,0
56567,2022,NCAA Division III Cross Country Championships,1555.1068,68.0,0
5371,2021,NCAA Division III Cross Country Championships,1507.9,160.0,0
72957,2023,NCAA Division III Cross Country Championships,1582.1208,208.0,0
32004,2023,NCAA Division III Cross Country Championships,1627.3274999999999,275.0,0
5386,2021,NCAA Division III Cross Country Championships,1571.6,269.0,0
58634,2022,NCAA Division III Cross Country Championships,1582.6156999999998,157.0,0
66835,2023,NCAA Division III Cross Country Championships,1612.7262,262.0,0
34073,2021,NCAA Division III Cross Country Championships,1448.6,21.0,1
66842,2023,NCAA Division III Cross Country Championships,1589.5223,223.0,0
5406,2021,NCAA Division III Cross Country Championships,1564.1,260.0,0
3370,2021,NCAA Division III Cross Country Championships,1548.6,237.0,0
56622,2023,NCAA Division III Cross Country Championships,1480.1009,9.0,1
56622,2022,NCAA Division III Cross Country Championships,1521.2016,16.0,1
56622,2021,NCAA Division III Cross Country Championships,1444.9,14.0,1
56625,2023,NCAA Division III Cross Country Championships,1480.301,10.0,1
56625,2022,NCAA Division III Cross Country Championships,1529.1024,24.0,1
56625,2021,NCAA Division III Cross Country Championships,1442.5,12.0,1
56626,2023,NCAA Division III Cross Country Championships,1496.5027,27.0,1
56626,2022,NCAA Division III Cross Country Championships,1550.4061000000002,61.0,0
56626,2021,NCAA Division III Cross Country Championships,1441.8,10.0,1
89394,2023,NCAA Division III Cross Country Championships,1574.4187000000002,187.0,0
64817,2023,NCAA Division III Cross Country Championships,1600.3245,245.0,0
50482,2023,NCAA Division III Cross Country Championships,1600.5247,247.0,0
58679,2021,NCAA Division III Cross Country Championships,1554.9,252.0,0
58680,2022,NCAA Division III Cross Country Championships,1587.517,170.0,0
58681,2022,NCAA Division III Cross Country Championships,1624.8245,245.0,0
58681,2021,NCAA Division III Cross Country Championships,1575.2,271.0,0
58683,2023,NCAA Division III Cross Country Championships,1573.0183,183.0,0
58683,2022,NCAA Division III Cross Country Championships,1658.6275999999998,276.0,0
58683,2021,NCAA Division III Cross Country Championships,1540.0,218.0,0
64828,2023,NCAA Division III Cross Country Championships,1578.0197,197.0,0
58687,2022,NCAA Division III Cross Country Championships,1636.8259,259.0,0
85313,2023,NCAA Division III Cross Country Championships,1560.4150000000002,150.0,0
58691,2021,NCAA Division III Cross Country Championships,1531.9,199.0,0
17732,2021,NCAA Division III Cross Country Championships,1422.8,4.0,1
17733,2022,NCAA Division III Cross Country Championships,1526.3023,23.0,1
17733,2021,NCAA Division III Cross Country Championships,1410.3,2.0,1
50506,2023,NCAA Division III Cross Country Championships,1559.4147,147.0,0
50506,2021,NCAA Division III Cross Country Championships,1532.3,200.0,0
50508,2023,NCAA Division III Cross Country Championships,1566.7161,161.0,0
50508,2022,NCAA Division III Cross Country Championships,1655.8273,273.0,0
50508,2021,NCAA Division III Cross Country Championships,1509.6,162.0,0
50515,2023,NCAA Division III Cross Country Championships,1563.8156999999999,157.0,0
50515,2022,NCAA Division III Cross Country Championships,1590.618,180.0,0
17748,2021,NCAA Division III Cross Country Championships,1511.9,168.0,0
17749,2021,NCAA Division III Cross Country Championships,1483.6,86.0,0
17750,2021,NCAA Division III Cross Country Championships,1522.1,185.0,0
17751,2021,NCAA Division III Cross Country Championships,1575.1,270.0,0
17756,2021,NCAA Division III Cross Country Championships,1558.0,256.0,0
17758,2021,NCAA Division III Cross Country Championships,1469.5,50.0,0
87400,2023,NCAA Division III Cross Country Championships,1589.4222000000002,222.0,0
56685,2021,NCAA Division III Cross Country Championships,1521.4,184.0,0
56686,2022,NCAA Division III Cross Country Championships,1634.3255,255.0,0
56686,2021,NCAA Division III Cross Country Championships,1586.4,275.0,0
56687,2021,NCAA Division III Cross Country Championships,1562.1,258.0,0
56688,2023,NCAA Division III Cross Country Championships,1502.3030999999999,31.0,1
56688,2022,NCAA Division III Cross Country Championships,1560.2084,84.0,0
56688,2021,NCAA Division III Cross Country Championships,1526.3,194.0,0
56690,2022,NCAA Division III Cross Country Championships,1622.424,240.0,0
56692,2022,NCAA Division III Cross Country Championships,1654.9271,271.0,0
56694,2021,NCAA Division III Cross Country Championships,1606.2,284.0,0
56699,2022,NCAA Division III Cross Country Championships,1634.9256,256.0,0
13697,2022,NCAA Division III Cross Country Championships,1557.9076,76.0,0
13699,2022,NCAA Division III Cross Country Championships,1575.7134,134.0,0
13699,2021,NCAA Division III Cross Country Championships,1504.3,145.0,0
13700,2021,NCAA Division III Cross Country Championships,1590.4,279.0,0
13701,2023,NCAA Division III Cross Country Championships,1475.8007,7.0,1
13701,2022,NCAA Division III Cross Country Championships,1529.3025,25.0,1
13701,2021,NCAA Division III Cross Country Championships,1484.0,89.0,0
13703,2023,NCAA Division III Cross Country Championships,1557.6142,142.0,0
13709,2023,NCAA Division III Cross Country Championships,1493.6024,24.0,1
13709,2022,NCAA Division III Cross Country Championships,1559.0079,79.0,0
85389,2023,NCAA Division III Cross Country Championships,1552.1126,126.0,0
85391,2023,NCAA Division III Cross Country Championships,1667.3288,288.0,0
56722,2023,NCAA Division III Cross Country Championships,1513.2045,45.0,0
56722,2022,NCAA Division III Cross Country Championships,1576.1137999999999,138.0,0
56722,2021,NCAA Division III Cross Country Championships,1528.7,197.0,0
56724,2023,NCAA Division III Cross Country Championships,1556.4138,138.0,0
56724,2022,NCAA Division III Cross Country Championships,1556.9074,74.0,0
83353,2023,NCAA Division III Cross Country Championships,1592.8231,231.0,0
32164,2023,NCAA Division III Cross Country Championships,1483.3015,15.0,1
32164,2022,NCAA Division III Cross Country Championships,1530.5029,29.0,1
13733,2023,NCAA Division III Cross Country Championships,1542.51,100.0,0
56743,2023,NCAA Division III Cross Country Championships,1679.1292999999998,293.0,0
13738,2023,NCAA Division III Cross Country Championships,1589.022,220.0,0
50609,2023,NCAA Division III Cross Country Championships,1620.6271,271.0,0
50609,2022,NCAA Division III Cross Country Championships,1603.3204,204.0,0
50610,2023,NCAA Division III Cross Country Championships,1548.2112,112.0,0
13765,2021,NCAA Division III Cross Country Championships,1495.5,109.0,0
13772,2021,NCAA Division III Cross Country Championships,1541.0,223.0,0
56786,2023,NCAA Division III Cross Country Championships,1544.0102,102.0,0
56786,2022,NCAA Division III Cross Country Championships,1589.2177000000001,177.0,0
56786,2021,NCAA Division III Cross Country Championships,1537.4,211.0,0
56787,2023,NCAA Division III Cross Country Championships,1566.3159,159.0,0
56787,2021,NCAA Division III Cross Country Championships,1464.0,42.0,0
15828,2021,NCAA Division III Cross Country Championships,1487.8,93.0,0
56788,2023,NCAA Division III Cross Country Championships,1587.9219,219.0,0
56791,2023,NCAA Division III Cross Country Championships,1512.5044,44.0,0
56791,2022,NCAA Division III Cross Country Championships,1570.3114,114.0,0
56791,2021,NCAA Division III Cross Country Championships,1525.4,190.0,0
46552,2023,NCAA Division III Cross Country Championships,1534.0074,74.0,0
46552,2022,NCAA Division III Cross Country Championships,1576.6138999999998,139.0,0
46552,2021,NCAA Division III Cross Country Championships,1600.1,283.0,0
46553,2023,NCAA Division III Cross Country Championships,1579.7201,201.0,0
46553,2022,NCAA Division III Cross Country Championships,1592.0182,182.0,0
79321,2023,NCAA Division III Cross Country Championships,1527.7065,65.0,0
13787,2021,NCAA Division III Cross Country Championships,1495.4,107.0,0
26078,2021,NCAA Division III Cross Country Championships,1514.6,172.0,0
9695,2021,NCAA Division III Cross Country Championships,1437.1,6.0,1
26080,2021,NCAA Division III Cross Country Championships,1460.8,37.0,1
26079,2021,NCAA Division III Cross Country Championships,1713.7,289.0,0
9698,2023,NCAA Division III Cross Country Championships,1442.4001,1.0,1
9698,2022,NCAA Division III Cross Country Championships,1492.8003999999999,4.0,1
9698,2021,NCAA Division III Cross Country Championships,1442.1,11.0,1
81374,2023,NCAA Division III Cross Country Championships,1608.9260000000002,260.0,0
81375,2023,NCAA Division III Cross Country Championships,1599.2243,243.0,0
9701,2023,NCAA Division III Cross Country Championships,1585.4213000000002,213.0,0
9701,2022,NCAA Division III Cross Country Championships,1559.8082,82.0,0
9701,2021,NCAA Division III Cross Country Championships,1488.7,94.0,0
9702,2021,NCAA Division III Cross Country Championships,1493.4,104.0,0
9703,2021,NCAA Division III Cross Country Championships,1568.8,268.0,0
13799,2023,NCAA Division III Cross Country Championships,1540.5094,94.0,0
13799,2022,NCAA Division III Cross Country Championships,1512.001,10.0,1
13799,2021,NCAA Division III Cross Country Championships,1497.5,117.0,0
13801,2023,NCAA Division III Cross Country Championships,1485.6018,18.0,1
13801,2022,NCAA Division III Cross Country Championships,1516.2012,12.0,1
13801,2021,NCAA Division III Cross Country Championships,1477.7,67.0,0
9705,2021,NCAA Division III Cross Country Championships,1568.1,265.0,0
48614,2023,NCAA Division III Cross Country Championships,1587.7218,218.0,0
9708,2021,NCAA Division III Cross Country Championships,1496.1,113.0,0
13804,2021,NCAA Division III Cross Country Championships,1552.4,250.0,0
26092,2022,NCAA Division III Cross Country Championships,1625.4246,246.0,0
48622,2023,NCAA Division III Cross Country Championships,1531.007,70.0,0
5616,2021,NCAA Division III Cross Country Championships,1478.2,71.0,0
48623,2023,NCAA Division III Cross Country Championships,1595.3239999999998,240.0,0
46576,2023,NCAA Division III Cross Country Championships,1571.7179,179.0,0
13820,2021,NCAA Division III Cross Country Championships,1590.6,280.0,0
34304,2022,NCAA Division III Cross Country Championships,1560.8087,87.0,0
48655,2023,NCAA Division III Cross Country Championships,1609.2261,261.0,0
56851,2021,NCAA Division III Cross Country Championships,1565.9,262.0,0
73253,2023,NCAA Division III Cross Country Championships,1546.3106,106.0,0
73253,2022,NCAA Division III Cross Country Championships,1580.9152000000001,152.0,0
56876,2022,NCAA Division III Cross Country Championships,1585.4164,164.0,0
56876,2021,NCAA Division III Cross Country Championships,1510.3,165.0,0
13887,2021,NCAA Division III Cross Country Championships,1516.8,175.0,0
67135,2022,NCAA Division III Cross Country Championships,1544.6052,52.0,0
13889,2022,NCAA Division III Cross Country Championships,1622.9241000000002,241.0,0
60992,2023,NCAA Division III Cross Country Championships,1570.7176,176.0,0
67137,2023,NCAA Division III Cross Country Championships,1574.5188,188.0,0
71244,2023,NCAA Division III Cross Country Championships,1551.1121999999998,122.0,0
71244,2022,NCAA Division III Cross Country Championships,1612.0227,227.0,0
69200,2023,NCAA Division III Cross Country Championships,1534.6078,78.0,0
69200,2022,NCAA Division III Cross Country Championships,1584.7161,161.0,0
69202,2023,NCAA Division III Cross Country Championships,1525.7064,64.0,0
69203,2023,NCAA Division III Cross Country Championships,1534.4076,76.0,0
69203,2022,NCAA Division III Cross Country Championships,1587.6171,171.0,0
69204,2023,NCAA Division III Cross Country Championships,1525.4063,63.0,0
69204,2022,NCAA Division III Cross Country Championships,1556.107,70.0,0
65108,2022,NCAA Division III Cross Country Championships,1556.4072,72.0,0
69206,2023,NCAA Division III Cross Country Championships,1522.9059000000002,59.0,0
67163,2022,NCAA Division III Cross Country Championships,1605.6210999999998,211.0,0
67165,2023,NCAA Division III Cross Country Championships,1594.4236,236.0,0
67165,2022,NCAA Division III Cross Country Championships,1641.0263,263.0,0
13919,2022,NCAA Division III Cross Country Championships,1732.1290999999999,291.0,0
28259,2021,NCAA Division III Cross Country Championships,1446.6,17.0,1
28265,2021,NCAA Division III Cross Country Championships,1543.8,229.0,0
79469,2023,NCAA Division III Cross Country Championships,1616.6265999999998,266.0,0
28270,2021,NCAA Division III Cross Country Championships,1522.7,186.0,0
28275,2022,NCAA Division III Cross Country Championships,1533.4033000000002,33.0,1
28275,2021,NCAA Division III Cross Country Championships,1465.5,43.0,0
15988,2023,NCAA Division III Cross Country Championships,1536.7084,84.0,0
15988,2022,NCAA Division III Cross Country Championships,1565.2098,98.0,0
15988,2021,NCAA Division III Cross Country Championships,1502.6,141.0,0
28276,2023,NCAA Division III Cross Country Championships,1593.3234,234.0,0
28276,2022,NCAA Division III Cross Country Championships,1499.8006,6.0,1
28276,2021,NCAA Division III Cross Country Championships,1461.8,39.0,1
15990,2021,NCAA Division III Cross Country Championships,1504.9,148.0,0
28280,2021,NCAA Division III Cross Country Championships,1476.2,63.0,0
15994,2022,NCAA Division III Cross Country Championships,1512.5011,11.0,1
15994,2021,NCAA Division III Cross Country Championships,1461.6,38.0,1
13948,2023,NCAA Division III Cross Country Championships,1569.2167,167.0,0
15997,2021,NCAA Division III Cross Country Championships,1499.0,128.0,0
28286,2021,NCAA Division III Cross Country Championships,1466.8,47.0,0
61056,2023,NCAA Division III Cross Country Championships,1592.5229,229.0,0
61057,2023,NCAA Division III Cross Country Championships,1556.0136,136.0,0
61057,2022,NCAA Division III Cross Country Championships,1580.7151000000001,151.0,0
16005,2022,NCAA Division III Cross Country Championships,1618.4237,237.0,0
16006,2021,NCAA Division III Cross Country Championships,1519.1,180.0,0
16008,2021,NCAA Division III Cross Country Championships,1547.9,234.0,0
48776,2023,NCAA Division III Cross Country Championships,1580.1202999999998,203.0,0
48776,2022,NCAA Division III Cross Country Championships,1594.6189,189.0,0
16014,2021,NCAA Division III Cross Country Championships,1484.2,90.0,0
16016,2023,NCAA Division III Cross Country Championships,1548.9116000000001,116.0,0
16016,2022,NCAA Division III Cross Country Championships,1575.8136,136.0,0
16016,2021,NCAA Division III Cross Country Championships,1536.5,209.0,0
28304,2023,NCAA Division III Cross Country Championships,1585.6214,214.0,0
28311,2021,NCAA Division III Cross Country Championships,1558.2,257.0,0
16033,2022,NCAA Division III Cross Country Championships,1569.1109,109.0,0
50852,2023,NCAA Division III Cross Country Championships,1495.8026,26.0,1
50852,2022,NCAA Division III Cross Country Championships,1516.8012999999999,13.0,1
50852,2021,NCAA Division III Cross Country Championships,1499.2,129.0,0
28327,2022,NCAA Division III Cross Country Championships,1726.529,290.0,0
28327,2021,NCAA Division III Cross Country Championships,1498.3,124.0,0
50857,2023,NCAA Division III Cross Country Championships,1549.0117,117.0,0
50857,2022,NCAA Division III Cross Country Championships,1588.6175999999998,176.0,0
50858,2023,NCAA Division III Cross Country Championships,1608.8259,259.0,0
50858,2022,NCAA Division III Cross Country Championships,1613.3229,229.0,0
50859,2023,NCAA Division III Cross Country Championships,1541.3096,96.0,0
50859,2022,NCAA Division III Cross Country Championships,1569.9111,111.0,0
50859,2021,NCAA Division III Cross Country Championships,1546.4,233.0,0
38571,2022,NCAA Division III Cross Country Championships,1604.5209,209.0,0
42673,2023,NCAA Division III Cross Country Championships,1570.2174,174.0,0
42673,2022,NCAA Division III Cross Country Championships,1557.9075,75.0,0
50868,2023,NCAA Division III Cross Country Championships,1560.2149,149.0,0
28341,2022,NCAA Division III Cross Country Championships,1581.7155,155.0,0
42677,2023,NCAA Division III Cross Country Championships,1590.0224,224.0,0
42677,2022,NCAA Division III Cross Country Championships,1587.9173,173.0,0
26296,2022,NCAA Division III Cross Country Championships,1649.2265,265.0,0
46787,2022,NCAA Division III Cross Country Championships,1577.1143,143.0,0
46787,2021,NCAA Division III Cross Country Championships,1510.2,164.0,0
40647,2021,NCAA Division III Cross Country Championships,1490.3,100.0,0
46792,2022,NCAA Division III Cross Country Championships,1612.0226,226.0,0
50894,2023,NCAA Division III Cross Country Championships,1572.9182,182.0,0
50894,2021,NCAA Division III Cross Country Championships,1470.2,51.0,0
28366,2023,NCAA Division III Cross Country Championships,1483.1014,14.0,1
28366,2021,NCAA Division III Cross Country Championships,1490.3,99.0,0
46800,2023,NCAA Division III Cross Country Championships,1569.4168000000002,168.0,0
46802,2023,NCAA Division III Cross Country Championships,1595.0239,239.0,0
28372,2022,NCAA Division III Cross Country Championships,1554.2066,66.0,0
28372,2021,NCAA Division III Cross Country Championships,1497.7,120.0,0
63191,2023,NCAA Division III Cross Country Championships,1503.8032,32.0,1
63191,2022,NCAA Division III Cross Country Championships,1599.3197,197.0,0
52955,2023,NCAA Division III Cross Country Championships,1511.5042,42.0,0
52955,2022,NCAA Division III Cross Country Championships,1602.9203,203.0,0
52955,2021,NCAA Division III Cross Country Championships,1495.8,112.0,0
85724,2023,NCAA Division III Cross Country Championships,1641.7281,281.0,0
52958,2023,NCAA Division III Cross Country Championships,1573.1183999999998,184.0,0
52958,2021,NCAA Division III Cross Country Championships,1538.6,213.0,0
52959,2021,NCAA Division III Cross Country Championships,1589.9,277.0,0
52960,2023,NCAA Division III Cross Country Championships,1632.5277,277.0,0
50914,2023,NCAA Division III Cross Country Championships,1509.5038,38.0,1
50914,2021,NCAA Division III Cross Country Championships,1475.5,62.0,0
20195,2022,NCAA Division III Cross Country Championships,1605.9212,212.0,0
20195,2021,NCAA Division III Cross Country Championships,1474.9,59.0,0
50915,2022,NCAA Division III Cross Country Championships,1546.6055,55.0,0
52964,2023,NCAA Division III Cross Country Championships,1535.308,80.0,0
52964,2022,NCAA Division III Cross Country Championships,1655.3272,272.0,0
50918,2023,NCAA Division III Cross Country Championships,1556.8139999999999,140.0,0
50918,2021,NCAA Division III Cross Country Championships,1465.7,44.0,0
42727,2021,NCAA Division III Cross Country Championships,1448.5,20.0,1
48872,2023,NCAA Division III Cross Country Championships,1596.9242000000002,242.0,0
48872,2022,NCAA Division III Cross Country Championships,1629.3251,251.0,0
20201,2021,NCAA Division III Cross Country Championships,1502.9,142.0,0
50919,2022,NCAA Division III Cross Country Championships,1610.5222,222.0,0
55020,2023,NCAA Division III Cross Country Championships,1509.8039999999999,40.0,1
55020,2022,NCAA Division III Cross Country Championships,1571.0117,117.0,0
50926,2023,NCAA Division III Cross Country Championships,1562.6154999999999,155.0,0
50926,2022,NCAA Division III Cross Country Championships,1600.3198,198.0,0
26351,2021,NCAA Division III Cross Country Championships,1532.7,201.0,0
26352,2023,NCAA Division III Cross Country Championships,1553.5128,128.0,0
26352,2022,NCAA Division III Cross Country Championships,1571.4119,119.0,0
26352,2021,NCAA Division III Cross Country Championships,1501.6,136.0,0
26353,2021,NCAA Division III Cross Country Championships,1551.1,246.0,0
26354,2022,NCAA Division III Cross Country Championships,1680.9283,283.0,0
26354,2021,NCAA Division III Cross Country Championships,1520.7,183.0,0
55022,2022,NCAA Division III Cross Country Championships,1570.0112,112.0,0
42734,2023,NCAA Division III Cross Country Championships,1538.0089,89.0,0
42734,2022,NCAA Division III Cross Country Championships,1572.7123000000001,123.0,0
42738,2023,NCAA Division III Cross Country Championships,1541.3094999999998,95.0,0
42738,2022,NCAA Division III Cross Country Championships,1578.9146,146.0,0
26355,2022,NCAA Division III Cross Country Championships,1605.421,210.0,0
26359,2023,NCAA Division III Cross Country Championships,1635.1279,279.0,0
26359,2022,NCAA Division III Cross Country Championships,1584.8162,162.0,0
48886,2023,NCAA Division III Cross Country Championships,1583.6209999999999,210.0,0
44791,2023,NCAA Division III Cross Country Championships,1593.1233,233.0,0
71420,2022,NCAA Division III Cross Country Championships,1567.4104,104.0,0
67326,2022,NCAA Division III Cross Country Championships,1606.7214000000001,214.0,0
18178,2021,NCAA Division III Cross Country Championships,1490.2,98.0,0
18182,2023,NCAA Division III Cross Country Championships,1577.5196,196.0,0
18182,2022,NCAA Division III Cross Country Championships,1556.4073,73.0,0
18182,2021,NCAA Division III Cross Country Championships,1495.8,111.0,0
57100,2023,NCAA Division III Cross Country Championships,1546.2104,104.0,0
57100,2022,NCAA Division III Cross Country Championships,1563.1093999999998,94.0,0
71438,2023,NCAA Division III Cross Country Championships,1482.6012999999998,13.0,1
71438,2022,NCAA Division III Cross Country Championships,1576.7141000000001,141.0,0
71439,2022,NCAA Division III Cross Country Championships,1608.0217,217.0,0
50959,2023,NCAA Division III Cross Country Championships,1594.7237,237.0,0
50960,2023,NCAA Division III Cross Country Championships,1551.5125,125.0,0
67356,2023,NCAA Division III Cross Country Championships,1592.6229999999998,230.0,0
50983,2021,NCAA Division III Cross Country Championships,1548.1,235.0,0
44873,2022,NCAA Division III Cross Country Championships,1584.7160000000001,160.0,0
44873,2021,NCAA Division III Cross Country Championships,1540.2,219.0,0
42827,2023,NCAA Division III Cross Country Championships,1537.7088,88.0,0
42828,2023,NCAA Division III Cross Country Championships,1556.3137,137.0,0
42828,2022,NCAA Division III Cross Country Championships,1571.3118,118.0,0
81376,2023,NCAA Division III Cross Country Championships,1622.4272,272.0,0
59217,2023,NCAA Division III Cross Country Championships,1575.519,190.0,0
42834,2022,NCAA Division III Cross Country Championships,1574.7132000000001,132.0,0
44884,2023,NCAA Division III Cross Country Championships,1557.5141,141.0,0
63326,2023,NCAA Division III Cross Country Championships,1615.1263999999999,264.0,0
63331,2023,NCAA Division III Cross Country Championships,1627.7276,276.0,0
59242,2023,NCAA Division III Cross Country Championships,1590.5225,225.0,0
26481,2021,NCAA Division III Cross Country Championships,1535.6,206.0,0
26482,2022,NCAA Division III Cross Country Championships,1582.0156,156.0,0
28548,2021,NCAA Division III Cross Country Championships,1525.8,191.0,0
