athlete_id,year,meet_name,time,place,all_american
33452,2022,NCAA Division III Cross Country Championships,1477.6000999999999,1.0,1
33452,2021,NCAA Division III Cross Country Championships,1407.6,1.0,1
33453,2021,NCAA Division III Cross Country Championships,1481.8,81.0,0
4781,2022,NCAA Division III Cross Country Championships,1606.1213,213.0,0
4781,2021,NCAA Division III Cross Country Championships,1557.3,255.0,0
33455,2021,NCAA Division III Cross Country Championships,1498.8,127.0,0
4792,2022,NCAA Division III Cross Country Championships,1562.1091999999999,92.0,0
4792,2021,NCAA Division III Cross Country Championships,1463.3,41.0,0
4804,2021,NCAA Division III Cross Country Championships,1487.2,92.0,0
23242,2023,NCAA Division III Cross Country Championships,1504.4033000000002,33.0,1
23242,2022,NCAA Division III Cross Country Championships,1520.4015000000002,15.0,1
23242,2021,NCAA Division III Cross Country Championships,1437.0,5.0,1
8906,2021,NCAA Division III Cross Country Championships,1480.9,77.0,0
4810,2021,NCAA Division III Cross Country Championships,1582.5,274.0,0
8908,2023,NCAA Division III Cross Country Championships,1470.2004,4.0,1
8908,2022,NCAA Division III Cross Country Championships,1550.006,60.0,0
64207,2023,NCAA Division III Cross Country Championships,1679.5294,294.0,0
64208,2023,NCAA Division III Cross Country Championships,1660.4286000000002,286.0,0
4817,2021,NCAA Division III Cross Country Championships,1478.0,69.0,0
68308,2022,NCAA Division III Cross Country Championships,1651.5266,266.0,0
23255,2022,NCAA Division III Cross Country Championships,1572.2121,121.0,0
4826,2021,NCAA Division III Cross Country Championships,1589.9,278.0,0
4830,2022,NCAA Division III Cross Country Championships,1596.0192,192.0,0
45792,2023,NCAA Division III Cross Country Championships,1569.9170000000001,170.0,0
45792,2022,NCAA Division III Cross Country Championships,1593.5187,187.0,0
4833,2022,NCAA Division III Cross Country Championships,1636.826,260.0,0
13034,2022,NCAA Division III Cross Country Championships,1593.5188,188.0,0
13034,2021,NCAA Division III Cross Country Championships,1504.3,146.0,0
4843,2022,NCAA Division III Cross Country Championships,1549.5059,59.0,0
4843,2021,NCAA Division III Cross Country Championships,1518.0,178.0,0
72428,2023,NCAA Division III Cross Country Championships,1584.1210999999998,211.0,0
72428,2022,NCAA Division III Cross Country Championships,1588.1173999999999,174.0,0
76523,2023,NCAA Division III Cross Country Championships,1602.8251,251.0,0
72429,2023,NCAA Division III Cross Country Championships,1519.4053000000001,53.0,0
76528,2023,NCAA Division III Cross Country Championships,1573.6184999999998,185.0,0
56052,2021,NCAA Division III Cross Country Championships,1472.5,54.0,0
56055,2023,NCAA Division III Cross Country Championships,1604.7255,255.0,0
56055,2022,NCAA Division III Cross Country Championships,1607.1215,215.0,0
64249,2022,NCAA Division III Cross Country Championships,1561.809,90.0,0
64254,2023,NCAA Division III Cross Country Championships,1489.3021999999999,22.0,1
33544,2022,NCAA Division III Cross Country Championships,1563.3094999999998,95.0,0
33544,2021,NCAA Division III Cross Country Championships,1503.6,143.0,0
33551,2022,NCAA Division III Cross Country Championships,1563.5096,96.0,0
4896,2023,NCAA Division III Cross Country Championships,1486.1019,19.0,1
58145,2021,NCAA Division III Cross Country Championships,1505.3,151.0,0
4898,2022,NCAA Division III Cross Country Championships,1558.7078000000001,78.0,0
60202,2023,NCAA Division III Cross Country Championships,1558.2144,144.0,0
27440,2021,NCAA Division III Cross Country Championships,1502.3,140.0,0
27441,2021,NCAA Division III Cross Country Championships,1474.0,58.0,0
35636,2022,NCAA Division III Cross Country Championships,1616.4233000000002,233.0,0
54089,2023,NCAA Division III Cross Country Championships,1481.5011,11.0,1
54089,2022,NCAA Division III Cross Country Championships,1530.8029999999999,30.0,1
54089,2021,NCAA Division III Cross Country Championships,1453.7,26.0,1
54090,2023,NCAA Division III Cross Country Championships,1460.7002,2.0,1
54090,2022,NCAA Division III Cross Country Championships,1480.0002,2.0,1
54090,2021,NCAA Division III Cross Country Championships,1449.4,23.0,1
54091,2023,NCAA Division III Cross Country Championships,1554.2131,131.0,0
54091,2022,NCAA Division III Cross Country Championships,1609.222,220.0,0
54092,2021,NCAA Division III Cross Country Championships,1501.2,134.0,0
54095,2022,NCAA Division III Cross Country Championships,1683.8284999999998,285.0,0
43861,2021,NCAA Division III Cross Country Championships,1564.7,261.0,0
54101,2023,NCAA Division III Cross Country Championships,1602.2250000000001,250.0,0
54101,2022,NCAA Division III Cross Country Championships,1602.0201,201.0,0
31577,2021,NCAA Division III Cross Country Championships,1463.1,40.0,1
68441,2023,NCAA Division III Cross Country Championships,1549.3119,119.0,0
48612,2023,NCAA Division III Cross Country Championships,1589.2221,221.0,0
43877,2023,NCAA Division III Cross Country Championships,1574.0186,186.0,0
70501,2023,NCAA Division III Cross Country Championships,1675.7292,292.0,0
9063,2021,NCAA Division III Cross Country Championships,1533.0,203.0,0
45927,2023,NCAA Division III Cross Country Championships,1562.3153,153.0,0
35689,2022,NCAA Division III Cross Country Championships,1534.8036,36.0,1
35689,2021,NCAA Division III Cross Country Championships,1459.6,33.0,1
35693,2021,NCAA Division III Cross Country Championships,1473.0,57.0,0
35694,2023,NCAA Division III Cross Country Championships,1510.9041000000002,41.0,0
35694,2022,NCAA Division III Cross Country Championships,1539.3043,43.0,0
35694,2021,NCAA Division III Cross Country Championships,1467.3,48.0,0
35695,2023,NCAA Division III Cross Country Championships,1498.903,30.0,1
35695,2022,NCAA Division III Cross Country Championships,1548.3057,57.0,0
35696,2023,NCAA Division III Cross Country Championships,1492.9023000000002,23.0,1
35696,2022,NCAA Division III Cross Country Championships,1482.1002999999998,3.0,1
35696,2021,NCAA Division III Cross Country Championships,1443.0,13.0,1
35698,2021,NCAA Division III Cross Country Championships,1456.4,27.0,1
35699,2022,NCAA Division III Cross Country Championships,1494.2005000000001,5.0,1
35699,2021,NCAA Division III Cross Country Championships,1456.9,29.0,1
35717,2022,NCAA Division III Cross Country Championships,1517.3014,14.0,1
35717,2021,NCAA Division III Cross Country Championships,1456.6,28.0,1
43912,2023,NCAA Division III Cross Country Championships,1558.1143,143.0,0
43912,2022,NCAA Division III Cross Country Championships,1588.3174999999999,175.0,0
43912,2021,NCAA Division III Cross Country Championships,1544.0,230.0,0
43914,2022,NCAA Division III Cross Country Championships,1552.9064,64.0,0
43914,2021,NCAA Division III Cross Country Championships,1542.2,224.0,0
43915,2023,NCAA Division III Cross Country Championships,1533.7073,73.0,0
43915,2022,NCAA Division III Cross Country Championships,1574.9133000000002,133.0,0
43915,2021,NCAA Division III Cross Country Championships,1568.7,267.0,0
45969,2023,NCAA Division III Cross Country Championships,1509.5039,39.0,1
45969,2022,NCAA Division III Cross Country Championships,1568.8108,108.0,0
45969,2021,NCAA Division III Cross Country Championships,1542.5,225.0,0
62357,2023,NCAA Division III Cross Country Championships,1551.4123000000002,123.0,0
43925,2023,NCAA Division III Cross Country Championships,1575.4189000000001,189.0,0
93098,2023,NCAA Division III Cross Country Championships,1543.6100999999999,101.0,0
52169,2022,NCAA Division III Cross Country Championships,1596.2193,193.0,0
52171,2023,NCAA Division III Cross Country Championships,1554.7133000000001,133.0,0
52171,2022,NCAA Division III Cross Country Championships,1657.9275,275.0,0
52172,2023,NCAA Division III Cross Country Championships,1566.516,160.0,0
52178,2022,NCAA Division III Cross Country Championships,1654.727,270.0,0
50148,2023,NCAA Division III Cross Country Championships,1541.5097,97.0,0
50148,2022,NCAA Division III Cross Country Championships,1529.7027,27.0,1
50148,2021,NCAA Division III Cross Country Championships,1524.4,188.0,0
50149,2022,NCAA Division III Cross Country Championships,1595.319,190.0,0
50153,2023,NCAA Division III Cross Country Championships,1558.8146,146.0,0
50153,2022,NCAA Division III Cross Country Championships,1567.0103,103.0,0
78826,2023,NCAA Division III Cross Country Championships,1556.6138999999998,139.0,0
50156,2023,NCAA Division III Cross Country Championships,1615.6264999999999,265.0,0
68590,2022,NCAA Division III Cross Country Championships,1690.5286,286.0,0
50159,2023,NCAA Division III Cross Country Championships,1603.9253,253.0,0
50159,2021,NCAA Division III Cross Country Championships,1578.2,272.0,0
50160,2022,NCAA Division III Cross Country Championships,1617.0234,234.0,0
50160,2021,NCAA Division III Cross Country Championships,1482.9,85.0,0
68593,2023,NCAA Division III Cross Country Championships,1570.0171,171.0,0
58361,2021,NCAA Division III Cross Country Championships,1478.6,73.0,0
58362,2023,NCAA Division III Cross Country Championships,1650.8283,283.0,0
58366,2023,NCAA Division III Cross Country Championships,1547.5109,109.0,0
58367,2023,NCAA Division III Cross Country Championships,1614.3263,263.0,0
58367,2022,NCAA Division III Cross Country Championships,1534.2035,35.0,1
5121,2021,NCAA Division III Cross Country Championships,1449.0,22.0,1
5122,2021,NCAA Division III Cross Country Championships,1494.1,105.0,0
5124,2021,NCAA Division III Cross Country Championships,1498.2,123.0,0
5128,2022,NCAA Division III Cross Country Championships,1572.9124000000002,124.0,0
5130,2022,NCAA Division III Cross Country Championships,1561.7088,88.0,0
5130,2021,NCAA Division III Cross Country Championships,1420.4,3.0,1
56332,2023,NCAA Division III Cross Country Championships,1600.6247999999998,248.0,0
56335,2023,NCAA Division III Cross Country Championships,1531.5071,71.0,0
29713,2022,NCAA Division III Cross Country Championships,1525.5021,21.0,1
29713,2021,NCAA Division III Cross Country Championships,1526.9,195.0,0
5141,2021,NCAA Division III Cross Country Championships,1491.6,102.0,0
29718,2022,NCAA Division III Cross Country Championships,1613.6229999999998,230.0,0
29718,2021,NCAA Division III Cross Country Championships,1526.3,193.0,0
29724,2023,NCAA Division III Cross Country Championships,1570.9177000000002,177.0,0
52258,2023,NCAA Division III Cross Country Championships,1601.2249,249.0,0
52258,2022,NCAA Division III Cross Country Championships,1537.204,40.0,1
52258,2021,NCAA Division III Cross Country Championships,1471.4,52.0,0
50210,2022,NCAA Division III Cross Country Championships,1640.2262,262.0,0
50210,2021,NCAA Division III Cross Country Championships,1539.6,217.0,0
64549,2022,NCAA Division III Cross Country Championships,1677.328,280.0,0
50213,2023,NCAA Division III Cross Country Championships,1542.3099,99.0,0
72741,2023,NCAA Division III Cross Country Championships,1596.6241,241.0,0
50216,2023,NCAA Division III Cross Country Championships,1507.1037,37.0,1
50216,2022,NCAA Division III Cross Country Championships,1543.7049,49.0,0
50216,2021,NCAA Division III Cross Country Championships,1475.1,60.0,0
50218,2023,NCAA Division III Cross Country Championships,1673.929,290.0,0
50218,2022,NCAA Division III Cross Country Championships,1600.4199,199.0,0
50219,2023,NCAA Division III Cross Country Championships,1537.0085,85.0,0
50219,2022,NCAA Division III Cross Country Championships,1604.0207,207.0,0
50223,2022,NCAA Division III Cross Country Championships,1656.4274,274.0,0
50226,2023,NCAA Division III Cross Country Championships,1674.3291,291.0,0
50234,2021,NCAA Division III Cross Country Championships,1550.9,244.0,0
33857,2022,NCAA Division III Cross Country Championships,1511.6009,9.0,1
33857,2021,NCAA Division III Cross Country Championships,1438.4,7.0,1
33860,2021,NCAA Division III Cross Country Championships,1507.1,156.0,0
33861,2021,NCAA Division III Cross Country Championships,1513.9,171.0,0
52295,2022,NCAA Division III Cross Country Championships,1623.5244,244.0,0
52296,2021,NCAA Division III Cross Country Championships,1513.1,170.0,0
52297,2023,NCAA Division III Cross Country Championships,1548.0111,111.0,0
52297,2022,NCAA Division III Cross Country Championships,1570.5115,115.0,0
42058,2023,NCAA Division III Cross Country Championships,1518.0051,51.0,0
42058,2022,NCAA Division III Cross Country Championships,1526.1021999999998,22.0,1
52299,2021,NCAA Division III Cross Country Championships,1515.1,174.0,0
33867,2022,NCAA Division III Cross Country Championships,1576.9142000000002,142.0,0
33867,2021,NCAA Division III Cross Country Championships,1520.1,182.0,0
52298,2023,NCAA Division III Cross Country Championships,1463.1002999999998,3.0,1
52298,2022,NCAA Division III Cross Country Championships,1583.0158,158.0,0
52302,2022,NCAA Division III Cross Country Championships,1567.6106,106.0,0
42064,2023,NCAA Division III Cross Country Championships,1586.1215,215.0,0
42064,2022,NCAA Division III Cross Country Championships,1625.9247,247.0,0
33874,2022,NCAA Division III Cross Country Championships,1585.0163,163.0,0
33874,2021,NCAA Division III Cross Country Championships,1497.5,118.0,0
33876,2021,NCAA Division III Cross Country Championships,1495.4,108.0,0
5208,2022,NCAA Division III Cross Country Championships,1573.1125,125.0,0
5208,2021,NCAA Division III Cross Country Championships,1450.3,24.0,1
5212,2021,NCAA Division III Cross Country Championships,1446.2,15.0,1
33886,2022,NCAA Division III Cross Country Championships,1680.2282,282.0,0
