Athlete ID,Meet Date,Meet Name,Race Distance,Time,Place
63326,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1615.1263999999999,264
50156,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1615.6264999999999,265
79469,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1616.6265999999998,266
53138,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1617.7267,267
88445,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1618.5268,268
53555,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1619.5269,269
71714,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1620.027,270
50609,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1620.6271,271
81376,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1622.4272,272
48282,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1623.3273,273
53136,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1623.8274,274
32004,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1627.3274999999999,275
63331,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1627.7276,276
52960,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1632.5277,277
43231,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1633.7278000000001,278
26359,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1635.1279,279
45291,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1636.428,280
85724,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1641.7281,281
33418,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1648.4282,282
58362,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1650.8283,283
43519,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1653.5284,284
47379,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1656.3284999999998,285
64208,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1660.4286000000002,286
24703,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1665.6287,287
85391,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1667.3288,288
57269,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1667.6289,289
50218,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1673.929,290
50226,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1674.3291,291
70501,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1675.7292,292
56743,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1679.1292999999998,293
64207,2023-11-18,NCAA Division III Cross Country Championships,Men's Race - 8K Individual Results (8k),1679.5294,294
