Athlete ID,Year,Athlete Name,Athlete Class,School,Number of Races Run,Personal Record,Season Record,Consistency,Days since Season PR,All-American,Nationals Place,Nationals Time
59854,2025,Eric Shelton,SR,Lebanon Valley,6,1517.2016,1517.2016,27.8004731998696,35,0,218,1569.5218
84783,2025,Eduardo del-Rosal,JR,Rose-Hulman,6,1536.8099,1543.2025,17.743179416485642,7,0,219,1570.6218999999999
95693,2025,Moksh Patwari,SO,TCNJ,6,1518.4018,1518.4018,25.291813086530613,7,0,220,1570.822
89403,2025,Danny Reyes,SR,Colby,6,1507.9018,1507.9018,36.42532875502984,7,0,221,1570.9221
121778,2025,Ian Sharp,FR,Pomona-Pitzer,5,1502.9081,1502.9081,32.41188659495149,56,0,222,1571.2222000000002
77774,2025,Joey Wilson,JR,Desales,7,1489.3008,1489.3008,33.924233509330065,7,0,223,1571.2223000000001
76523,2025,Jackson Kodenski,SO,Washington And Lee,5,1494.3041,1529.0021,17.916764778340962,7,0,224,1571.5224
104047,2025,Jack Nelson,SO,Wis.-Eau Claire,6,1520.6042,1520.6042,29.587505563483525,21,0,225,1572.6225
80219,2025,Matthew Short,JR,Carnegie Mellon,5,1479.0005,1479.0005,32.97035263963477,71,0,226,1573.2226
95721,2025,Liam Sakakeeny,SO,Rochester,6,1531.5014,1531.5014,16.7809126358639,7,0,227,1573.5227
69525,2025,Rick Yanashita,SR,Williams,5,1456.8006,1456.8006,33.3768610408,35,0,228,1574.1227999999999
80226,2025,Nathan Massie,JR,Carnegie Mellon,5,1516.9011,1516.9011,29.108624191412247,42,0,229,1575.8229
69210,2025,Tucker Johnson,SR,Wis.-Whitewater,4,1505.1032,1514.7036,42.657122805539444,21,0,230,1576.1229999999998
121620,2025,Aiden Moore,FR,Hope,6,1509.3002999999999,1509.3002999999999,15.276427106493236,21,0,231,1576.4231000000002
81380,2025,Colby Cryer,JR,Loras,5,1533.3041,1533.3041,35.8452671022619,21,0,232,1576.7232000000001
67356,2025,Karan Shetty,SR,Benedictine (Ill.),6,1504.6024,1504.6024,35.62314810589315,7,0,233,1578.0233
89419,2025,Liam McGoldrick,SR,Colby,5,1549.2117,1549.2117,12.594954570853899,35,0,234,1578.1234
95728,2025,Joe Berry,SO,Rochester,6,1532.9015000000002,1532.9015000000002,25.36055126395862,7,0,235,1578.7235
84584,2025,Cameron Thompson,SR,UMass Dartmouth,7,1491.4012,1491.4012,20.777208817682908,63,0,236,1578.9236
85393,2025,Harrison Talcott,JR,Amherst,5,1538.4073,1539.6042,14.26990570910941,21,0,237,1580.0237
66836,2025,Ryan McGrath,JR,Loras,6,1496.8021999999999,1496.8021999999999,19.920813264570196,21,0,238,1580.1237999999998
111370,2025,Gavin O'Connor,FR,Washington U.,5,1504.9142000000002,1504.9142000000002,22.109460735847826,57,0,239,1580.3238999999999
67604,2025,Rowan Cassidy,SR,Johns Hopkins,5,1473.8028,1473.8028,39.258823784346866,35,0,240,1580.6239999999998
102368,2025,Eli Ziegler,SO,Colby,6,1527.2024000000001,1527.2024000000001,15.699663952276165,49,0,241,1582.0241
102364,2025,Stephen White,SO,Colby,6,1495.1046999999999,1495.1046999999999,21.21160580167382,35,0,242,1584.0242
86165,2025,Keegan Bratt,JR,Wis.-Whitewater,5,1511.3037,1521.7043,29.760131329992454,21,0,243,1584.4243000000001
94557,2025,Jonas Rickert,SO,Claremont-Mudd-Scripps,6,1517.5006,1517.5006,15.482626859743561,77,0,244,1584.7244
93185,2025,Will Boschen,JR,Rose-Hulman,5,1533.6078,1533.6078,34.54568661153515,50,0,245,1585.9245
81504,2025,Nolan Crooks,JR,North Central (Ill.),6,1533.6009,1533.6009,78.71708741067069,21,0,246,1587.0246
125913,2025,Alex Blumen,FR,Wesleyan,4,1558.3063,1558.3063,12.72699785129527,21,0,247,1588.0247
103108,2025,Vincent Mangat,SO,Colorado College,6,1505.203,1517.8003999999999,20.745210583302246,21,0,248,1588.1247999999998
61060,2025,Tyler Schermerhorn,SR,Wartburg,5,1444.1003999999998,1444.1003999999998,19.891545859786856,21,0,249,1589.5249
56723,2025,James Catania,SR,Rochester,3,1474.6006,1519.9003,3.0514106912486114,63,0,250,1590.525
82000,2025,Jackson Burger,JR,RIT,7,1505.2007,1505.2007,29.50375576973208,42,0,251,1591.6251
65013,2025,Sawyer Helms,SR,Pfeiffer,6,1489.401,1489.401,12.093142935702543,7,0,252,1592.7252
78831,2025,Evan Melito,JR,TCNJ,6,1541.4013,1541.4013,3.729953597888261,63,0,253,1592.9253
69067,2025,Brinson Wyche,SR,WPI,6,1503.9014000000002,1503.9014000000002,30.379551320886833,7,0,254,1593.4254
106781,2025,Thomas Manson,SO,RPI,5,1476.0111,1476.0111,24.206082365174268,50,0,255,1596.5255
84790,2025,Chris Lynn,JR,Rose-Hulman,6,1540.0089,1540.0089,15.654183459944479,50,0,256,1597.0256
69209,2025,Jonah Block,SR,Wis.-Whitewater,5,1519.904,1519.904,36.87310226069946,21,0,257,1597.9257
79488,2025,Dillon Hach,JR,Baldwin Wallace,6,1522.8011999999999,1522.8011999999999,45.3650718533543,49,0,258,1598.1257999999998
70205,2025,Cooper Feltz,SR,Wis.-Eau Claire,5,1526.7050000000002,1526.7050000000002,23.06542226768023,21,0,259,1599.7259000000001
88604,2025,Matt Tippel,JR,Wis.-Platteville,5,1517.1037,1517.1037,26.867923515418962,21,0,260,1600.626
111629,2025,Brennan Tobin,FR,Claremont-Mudd-Scripps,6,1495.5067,1495.5067,31.40775251057546,56,0,261,1601.6261
69219,2025,Brandon Massman,SR,Wis.-Whitewater,5,1512.3035,1512.3035,31.057112538650443,21,0,262,1604.7262
89420,2025,Henry Reichle,JR,Colby,6,1501.8056,1501.8056,14.694971127375547,35,0,263,1606.2263
95694,2025,Phil Pace,SO,TCNJ,6,1526.4006000000002,1526.4006000000002,39.33176112093629,21,0,264,1608.4264
84788,2025,John Gries,JR,Rose-Hulman,6,1586.9177000000002,1586.9177000000002,17.321794080798814,35,0,265,1609.1264999999999
62895,2025,Samuel Rothstein,SR,Lebanon Valley,2,1541.7034,1595.3012999999999,14.00055000000009,77,0,266,1611.8265999999999
62357,2025,Hayden Beauchemin,JR,Claremont-Mudd-Scripps,6,1457.6020999999998,1457.6020999999998,18.80416403509848,56,0,267,1616.3266999999998
112687,2025,Lincoln Brewer,FR,Colorado College,6,1549.8011999999999,1549.8011999999999,19.675578776832378,21,0,268,1617.8268
102367,2025,Greydon Gavin,SO,Colby,6,1564.2046,1564.2046,15.822060954806101,7,0,269,1619.0269
85725,2025,Zach Allen,JR,Wesleyan,4,1537.9041000000002,1537.9041000000002,16.16905424658125,21,0,270,1619.527
101202,2025,Matt Andreano,SO,Wis.-Whitewater,5,1509.0033,1509.0033,48.881362578332464,21,0,271,1619.7271
104054,2025,Troy Verstrate,SO,Wis.-Eau Claire,5,1524.2046,1524.2046,50.73506342215016,21,0,272,1620.0272
87725,2025,Aidan Riggle,JR,Lynchburg,6,1497.605,1497.605,29.8033537161508,35,0,273,1622.2273
82207,2025,Derek Kendig,JR,Elizabethtown,6,1488.5005,1488.5005,31.802831637450137,21,0,274,1623.5274
121920,2025,Nathan Szubin,FR,Middlebury,6,1535.7012,1535.7012,27.278004419398478,35,0,275,1624.7275
66838,2025,Logan Hoger,SR,Loras,6,1538.6045,1538.6045,35.101013783792666,21,0,276,1628.9276
85394,2025,Parker Boyle,JR,Amherst,4,1491.7017,1491.7017,18.72410184803412,50,0,277,1629.1277
111555,2025,Gavin Stewart,FR,Wis.-Eau Claire,6,1526.2049,1526.2049,40.133958606591,21,0,278,1629.1278
91039,2025,Ignatius Fitzgerald,SR,St. Olaf,4,1491.503,1560.5012,12.163838815933106,21,0,279,1630.7279
96568,2025,Alex Paciello,SO,Lynchburg,6,1495.0046,1495.0046,25.336592465888117,35,0,280,1632.028
78826,2025,Brandon Chen,JR,TCNJ,6,1465.3001,1465.3001,48.53633441105331,7,0,281,1632.4281
82213,2025,Will Inglis,JR,Elizabethtown,6,1508.7007,1508.7007,35.65990925689517,21,0,282,1633.2282
112698,2025,Zach McNaul,FR,Colorado College,6,1548.1010999999999,1548.1010999999999,28.748992032267704,21,0,283,1633.5283
103112,2025,Diego Escalante,SO,Colorado College,6,1520.1006,1520.1006,37.92921308682207,21,0,284,1636.1283999999998
94558,2025,Nate Wehner,SO,Pomona-Pitzer,5,1507.6085999999998,1507.6085999999998,35.89274349505203,56,0,285,1638.5285
84366,2025,Nathan Evans,JR,Roger Williams,5,1531.5032,1546.4031,44.10754086343967,7,0,286,1642.3286
71714,2025,Harry Griff,SR,Middlebury,4,1532.4063,1567.7138,31.581552516421738,35,0,287,1645.1287
76524,2025,Wyatt Benjamin,JR,Washington And Lee,5,1562.401,1570.0198,24.620653126084953,50,0,288,1654.2288
94983,2025,Aiden Ruiz,SO,Loras,6,1545.4049,1545.4049,23.54185941725665,21,0,289,1688.5289
117906,2025,Everett Mosher,SR,WPI,6,1468.3018,1468.3018,21.946246614161577,35,0,290,1741.429
76528,2025,Robert Cooper,JR,Washington And Lee,4,1473.3002999999999,1473.3002999999999,24.365648443492617,7,0,291,1843.2291
